,Price (EUR/MWhe)
199297,-0.13146123662356599
199298,-0.07100194113763408
199299,-0.14019902688747146
199300,-0.08704086464167753
199301,-0.10827424768735626
199302,0.06006777725448232
199303,-0.07636708462597995
199304,0.06816420492434182
199305,0.11749179977406447
199306,0.05599262138549078
199307,0.09939374131369914
199308,0.008513104762248229
199309,-0.11739458328105658
199310,-0.07898405841099684
199311,0.06490382579497024
199312,0.2309122013445746
199313,0.2015772822253152
199314,0.05946765589171794
199315,-0.028987536873252298
199316,-0.02173552862971438
199317,0.016447739209025883
199318,-0.06095603888234834
199319,-0.08712960126121044
199320,-0.10433636935174188
199321,-0.00183896019248704
199322,-0.1707661747587613
199323,-0.14762182094479484
199324,0.01221718393859185
199325,0.17754827804129686
199326,0.10386418139688879
199327,0.05862484334752354
199328,0.061132881039574406
199329,0.008808532135759734
199330,0.019016889557315206
199331,0.02344396040475332
199332,-0.035610699164632345
199333,-0.08239953176706674
199334,-0.027732760858921714
199335,0.03714639099086338
199336,0.19327677559647266
199337,0.09870094464840028
199338,0.0015117160853219392
199339,-0.05931552814723499
199340,-0.019830678180485624
199341,0.02163230012711384
199342,-0.0028039273327342593
199343,-0.23342486353013112
199344,-0.06460606816721622
199345,-0.03856164910837824
199346,-0.19572180819657548
199347,-0.10961972501722264
199348,-0.016135578657391726
199349,0.035385087923519166
199350,0.14227807535311324
199351,0.14857652938544444
199352,0.03891968319852772
199353,-0.020641688887343485
199354,0.008199007395222183
199355,0.008941937375661213
199356,-0.0018901045184164102
199357,-0.09164124291646819
199358,-0.08303394632280024
199359,0.013109700144246388
199360,0.24177450310521323
199361,0.14531009181713533
199362,0.05436235050496846
199363,-0.018765371764736662
199364,-0.043392600722687795
199365,-0.05220904536729725
199366,-0.1526248937515764
199367,-0.028963995182879346
199368,-0.14612656455721015
199369,-0.23104179333844999
199370,-0.5490589724348787
199371,-0.26799729859139193
199372,0.2218734794751524
199373,0.1772250768874704
199374,0.0789191120497098
199375,0.05840677552756771
199376,0.4243732344449994
199377,0.1356969268416713
199378,0.0763551641106266
199379,0.045524724047161146
199380,-0.05199906052595748
199381,-0.15452729220342615
199382,-0.13456780860272444
199383,-0.0003771450167274746
199384,0.4832128709134301
199385,0.14828360519348305
199386,-0.025189225350483246
199387,-0.009715838702438202
199388,-0.09015109699429745
199389,0.04533102246852157
199390,-0.06716344197562109
199391,-0.12982081322798708
199392,-0.1033050164757301
199393,-0.06671160512784556
199394,-0.11238839374736138
199395,-0.04558478058893659
199396,0.16950876601139458
199397,0.3039775906112751
199398,0.13301662154328928
199399,0.040036744361717114
199400,0.019432884338777684
199401,-0.005486722685006351
199402,-0.006853253550569664
199403,-0.006323677296040341
199404,-0.03163708494318258
199405,0.00297177038915748
199406,-0.021798683373210236
199407,0.026535222719883393
199408,0.1341218857033869
199409,0.10685732875826347
199410,-0.055021826020330525
199411,-0.1211604836764507
199412,-0.057538412867380956
199413,-0.010216198874721154
199414,-0.037421385048146544
199415,-0.11686095168141511
199416,-0.08508612632171046
199417,-0.04673507710745912
199418,-0.1378972256787727
199419,-0.09256801659983628
199420,0.1720070417920147
199421,0.14334236036688044
199422,0.20181162193034266
199423,-0.008124487372372388
199424,-0.009395371461354683
199425,-0.029554785378754292
199426,-0.019004435385846702
199427,-0.02497728308619721
199428,-0.04442228534935455
199429,-0.01044989064063152
199430,0.0034195861431571333
199431,0.067535278079575
199432,0.10949998980626718
199433,0.03392697238847933
199434,-0.02387282338686206
199435,-0.0586917985865467
199436,-0.04168973145018295
199437,0.02106210420733172
199438,-0.01981080060297716
199439,-0.09802331931691009
199440,-0.09747343750016911
199441,-0.06220975989681491
199442,-0.056016861204565845
199443,-0.03985982207462705
199444,0.12091127964182183
199445,0.23267192035126524
199446,0.08831315540252639
199447,0.028033065100876515
199448,0.01929320293467907
199449,-0.013373836779111027
199450,-0.008520147855625333
199451,-0.03367066700154993
199452,-0.03047110745357036
199453,-0.02958855278325437
199454,-0.0006130581575477581
199455,0.017627849835119662
199456,0.05964355166215525
199457,0.05539084820078404
199458,-0.03312404742503265
199459,-0.07171943598630465
199460,-0.07919813400880657
199461,0.029473139383340386
199462,-0.049469458774259935
199463,-0.03031210456331869
199464,-0.04655234409202004
199465,-0.026181392155310027
199466,-0.0026806400845648345
199467,-0.04491773029435894
199468,0.12055837656725776
199469,0.06184825402827101
199470,0.05018677003751174
199471,0.01106317227604381
199472,-0.011265458106611155
199473,-0.013647222705797175
199474,-0.014876307401287946
199475,0.0010402580777886233
199476,0.005391966609732047
199477,0.0012401820522996146
199478,0.00020654755830950688
199479,0.0010320983473721872
199480,-0.007662872745569025
199481,-0.014238096474456076
199482,-0.014229824902563432
199483,-0.0012842467518504044
199484,-0.008172088490184987
199485,0.012872951847705991
199486,-0.13465880563605875
199487,0.03451924704147461
199488,-0.026986712337109142
199489,0.01608871298381372
199490,-0.022158902801699264
199491,0.00024351637767970662
199492,0.07050135088542832
199493,0.03149339002843961
199494,0.03244931034843141
199495,0.020019633940773177
199496,-0.013654240073697135
199497,0.014071428231604451
199498,0.0
199499,-0.0010432969125777857
199500,-0.01939352518610289
199501,-0.0012779554454919577
199502,0.0006391818689972956
199503,0.0
199504,-0.021311752673717058
199505,-0.0010884947194243785
199506,-0.02135469150394758
199507,-0.008042938799460298
199508,0.008265432959906675
199509,0.01567188018402015
199510,-0.053532006563423315
199511,-0.15515241368101235
199512,-0.05490705335323151
199513,-0.09064604530382384
199514,-0.0012492194004319278
199515,-0.06921611068868223
199516,0.06921611068868232
199517,-0.03207133100006973
199518,0.17941316889799755
199519,0.10195667089313318
199520,0.009935862667502281
199521,0.012937410923000787
199522,0.017461510201478653
199523,-0.02223365001429555
199524,-0.12059732451125994
199525,0.10346990064497512
199526,0.061568787373034256
199527,0.02730622099501935
199528,0.02005576865079015
199529,-0.01916569293559695
199530,-0.0669138191664787
199531,-0.015095530451518803
199532,-0.00048297513616948174
199533,0.0012070007500352875
199534,-0.25656686787624056
199535,0.15988059090028242
199536,-0.24782785939481716
199537,-0.1575043848321978
199538,-0.7309181678716621
199539,-0.09183938878190052
199540,0.006331997637507326
199541,0.6427551931284076
199542,-0.30795897056548227
199543,0.17096701469102885
199544,0.4433464045445188
199545,0.16767142662310516
199546,0.0014747090122850261
199547,0.07547540023497668
199548,-0.5730286519479552
199549,0.3603521301994932
199550,0.16624760153608695
199551,0.20785405687482184
199552,0.04590671978502393
199553,0.001775411030046398
199554,-0.01722059775167052
199555,-0.03209076652049288
199556,0.0025590336170597766
199557,-0.024936601461042058
199558,-0.08135371435675064
199559,-0.32078202087812585
199560,-0.11378462968968815
199561,-0.24268683474890165
199562,-0.2927815225641302
199563,0.469065902737398
199564,0.4388737641066092
199565,0.23184901843086086
199566,0.044565523899688896
199567,-0.004808204099731924
199568,-0.011592499933545027
199569,-0.017752578291940158
199570,0.010304943058534443
199571,-0.03565595102290749
199572,-0.02828471383858199
199573,0.021176731890787
199574,0.0031159606782575474
199575,0.01762160134981941
199576,-0.05566966898734933
199577,0.08046878352148208
199578,-0.01135280480798094
199579,-0.08399997441273842
199580,0.02977715675916601
199581,0.02913697825514862
199582,-0.07664300026519603
199583,-0.02536061528722219
199584,-0.07331797869591478
199585,-0.025864660054182694
199586,-0.012230074984061626
199587,-0.0008206812114292207
199588,0.11516451575444725
199589,0.06879773049696744
199590,0.08820601831269732
199591,0.013047715392475675
199592,-0.011381395490146672
199593,-0.023798111631026683
199594,-0.00021315144490815794
199595,-0.014601934340232567
199596,0.015241252422743403
199597,-0.0008525149706437693
199598,-0.017855696504408037
199599,0.012082131872403885
199600,-0.01403759148519413
199601,0.04257773807651309
199602,-0.02042391237550931
199603,-0.08962545382167478
199604,0.007417743794079798
199605,0.02283204204264569
199606,-0.15550599966426876
199607,0.10242900779446959
199608,-0.04802873073427088
199609,-0.02247853201020778
199610,0.01092351773760755
199611,-0.00025268477708670535
199612,0.05959836288603543
199613,0.06051257072101819
199614,0.05047494080193986
199615,0.06276569554978731
199616,-0.000600540504486552
199617,-0.006025324515220646
199618,-0.0030263313726117793
199619,-0.0490730896204635
199620,-0.004466667002964578
199621,0.004254420371583049
199622,-0.0031891171921087217
199623,0.00042580371092558727
199624,0.030810359106008618
199625,0.031290647088703834
199626,-0.029022838674236204
199627,-0.07724938583361358
199628,-0.00602478671662934
199629,0.009134518231992957
199630,-0.07218205951977766
199631,-0.17827730244139503
199632,0.0
199633,-0.0019962932624246355
199634,0.0005707762712034439
199635,0.000285266012489504
199636,0.18132276952393683
199637,0.069611285987073
199638,0.02064646148499659
199639,0.0017376198985406563
199640,0.0
199641,0.0
199642,0.006920442844573757
199643,0.0008616975974811416
199644,-0.003235201786511517
199645,-0.002595718524281513
199646,-0.002168257571071974
199647,0.0006509710547772262
199648,-0.00021694327018590123
199649,0.027393110203243302
199650,-0.028478533081978438
199651,-0.0019567350519857133
199652,-0.0015245565405261465
199653,-0.001963565592165891
199654,-0.08854126473202395
199655,-0.045895288932497745
199656,-0.07601220339109277
199657,-0.0010787487561756853
199658,-0.0016203082129893137
199659,0.0005403945011269969
199660,0.07039653203162034
199661,0.1461341706411648
199662,0.06260604819638894
199663,0.021627927416286746
199664,-0.011058723337542103
199665,-0.014459064649414015
199666,0.004298440760214497
199667,0.0
199668,-0.0006129329030384462
199669,-0.00944565544374761
199670,-0.0014452361346985818
199671,-0.006425558433014663
199672,0.10192354929996315
199673,0.006178059526928045
199674,-0.04974246516849332
199675,-0.07407779486213133
199676,-0.02914908475080255
199677,-0.00065267053333925
199678,-0.18733956666904084
199679,0.09745533615071306
199680,-0.04032608575730247
199681,-0.08399614102456629
199682,-0.0062204392598223576
199683,-0.08400696662271724
199684,0.06593913321276544
199685,0.023479102025488433
199686,0.12750951983112194
199687,0.06661474908198403
199688,0.020673707490632284
199689,0.0067252666974820735
199690,-0.026732529644953852
199691,-0.09229452272269269
199692,-0.02590498872164395
199693,0.0004997501353385579
199694,0.13509150402086717
199695,0.025426924684709192
199696,0.04146859394042482
199697,0.021006629849630122
199698,-0.021006629849630216
199699,-0.062105611796801595
199700,-0.002609831842370897
199701,-0.013814494443188545
199702,-0.07517857238683189
