,0
1,-0.016137833193558965
2,-0.11306672933945802
3,-0.09575977222088523
4,-0.0726070863495151
5,-0.016655289730562482
6,0.030555986177531573
7,-0.1114530296569836
8,0.12188981760903699
9,0.16347475670238162
10,0.04624577427968757
11,0.0
12,0.04779804824269761
13,0.0
14,-0.08228033777741225
15,0.029374005244971475
16,0.06862169001206883
17,0.18750560158154247
18,0.050250006470503115
19,0.027164160122116067
20,-0.037047291135227284
21,-0.03812877518597636
22,-0.08147681088791704
23,-0.12419346399091837
24,-0.15852581911873356
25,-0.11531084651099437
26,0.027398974188114347
27,-0.027676790553285056
28,0.0538185832932003
29,0.13822677647053525
30,0.25184933067397564
31,0.027948035740147405
32,0.03942736673262335
33,0.036647320343395635
34,-0.036647320343395504
35,-0.0006667778210031306
36,-0.004679934999859934
37,-0.016895147610315332
38,-0.009587472856983881
39,0.014855562192460222
40,0.011627058274838915
41,0.06596153230140113
42,0.019415069734417815
43,0.0
44,-0.05144712870829093
45,-0.02941630227368961
46,-0.021408318664153842
47,-0.11910440581092183
48,-0.08530283911694485
49,-0.09142975852057866
50,0.0
51,-0.0392390367293109
52,0.04540414359520137
53,0.04647862661953178
54,0.10117968908198584
55,0.08738771360262405
56,0.04452217656603563
57,0.0288399970987204
58,-0.004861295299825318
59,-0.008606921751041264
60,-0.014855562192460186
61,-0.021386540580974008
62,-0.07686965691109081
63,-0.011260735461873148
64,0.07397086376932932
65,0.05040163137706887
66,0.01346821705086661
67,0.0020046782523781624
68,-0.006865973552203368
69,-0.02397870179889513
70,-0.03502985132921495
71,-0.3427665138926004
72,-0.1341773642960073
73,-0.02383140972388159
74,0.05715841383994862
75,-0.028170876966696335
76,0.014184634991956381
77,0.01398624197473987
78,0.0135193119922464
79,0.0536199908453822
80,0.08367247572411504
81,0.1474392452392715
82,0.0
83,-0.0640576363002204
84,0.047428693571110826
85,-0.02611890698435997
86,-0.15465281390760552
87,-0.005540180375615356
88,0.18589261404969804
89,0.21467838252614524
90,0.03572698656835097
91,0.016994825151501514
92,0.006080018729746395
93,-0.02421816781142795
94,-0.02297811651786308
95,-0.0645831152199437
96,-0.1537642638307729
97,-0.09006082391818114
98,0.03884416920921949
99,0.00043782837827250406
100,0.038639706985850494
101,0.1912657852422743
102,0.09134977858822783
103,0.03294342085723798
104,0.028017278932449007
105,0.00832842410648191
106,-0.02322375705292211
107,-0.03532955169865193
108,-0.015349616981198067
109,-0.044009709553508
110,-0.003505554044835404
111,0.003005512364276909
112,0.05639861283418652
113,0.062014064132652126
114,0.021682654309557778
115,-0.021682654309557754
116,-0.0363457030389309
117,-0.03183292657321078
118,-0.053239559718973796
119,-0.030907537463076663
120,-0.13911537669389135
121,-0.09234135031052304
122,-0.04809475384933481
123,-0.08842245836093478
124,-0.003244730164889117
125,0.07973496801885352
126,0.14340858329535627
127,-0.009444458827999689
128,0.08640549996412795
129,0.09328793442355703
130,0.006892521192726985
131,-0.0485723959577047
132,-0.04791119777725316
133,-0.060855275721274846
134,-0.05005567046720061
135,0.03643390224610198
136,0.12484740333132292
137,0.06272767201321368
138,0.037197043786074024
139,0.011208578944280085
140,-0.015982617292240583
141,-0.042192103744715215
142,-0.004001339116609062
143,-0.12455079010830622
144,-0.06205658319698748
145,-0.014601760142739673
146,0.021223636451626584
147,-0.04646287441034098
148,0.06861567905147418
149,0.16183403147188266
150,0.10104171887320164
151,0.034297522800025106
152,0.15055254364634185
153,0.061337691981140204
154,-0.06133769198114032
155,-0.15055254364634194
156,-0.02308077467397369
157,-0.03557477990733769
158,-0.011781255472305593
159,0.015012276053752095
160,0.032343759325891286
161,0.04592495462358202
162,0.0632948503723136
163,-0.061166435237487445
164,-0.05626666165460812
165,-0.053908955858851026
166,-0.026621200032964913
167,-0.0004876859399267241
168,-0.02769712161067025
169,-0.032622668622852485
170,-0.051384199346478636
171,-0.008032171697264267
172,0.05404792798337446
173,0.05572001610190166
174,0.10305864025800138
175,0.023427132895139934
176,0.07779148359535121
177,0.016860671575109728
178,-0.03156186020925455
179,-0.0507213755844292
180,-0.028415944974294553
181,-0.043583155961583214
182,-0.0032310205814464203
183,0.024358031781286503
184,0.018477652812448744
185,0.0536086393684513
186,0.04420836177371159
187,-0.05066633732765989
188,-0.06562831662695189
189,-0.04900826585832835
190,-0.053698732333934504
191,-0.056041390883624975
192,-0.12129262439929063
193,-0.027437670348630882
194,0.005100490502478891
195,0.0
196,0.029278209200386773
197,0.16738847690838216
198,0.1235984053187143
199,0.021917884990203373
200,0.05387703271677105
201,0.03591267509358521
202,-0.03618661017268487
203,-0.03911113011662565
204,-0.017241806434506103
205,-0.05971923470162231
206,-0.00015385798937972517
207,0.03819043838144409
208,0.021682654309557778
209,0.016529301951210724
210,0.012044070492845432
211,-0.028573372444056
212,-0.05956540038088196
213,-0.03061304180544889
214,-0.060812982140376705
215,-0.2702496463756243
216,-0.00709222830949191
217,-0.04341097471169588
218,-0.0011621151801772627
219,0.019118398737155363
220,0.026343975339602067
221,0.05259245011917063
222,0.131948863413097
223,0.11457513654517645
224,0.06583525786563754
225,0.04332426080711503
226,-0.022257995577553702
227,-0.01813935872658515
228,-0.0029269065029761906
229,-0.037568268639748444
230,-0.0636525876740653
231,-0.004105376960011921
232,0.05583387878197174
233,0.03504101139270472
234,0.015530674018825139
235,-0.008512006822196785
236,-0.009839985682483553
237,-0.07122645585784494
238,-0.19538476741145044
239,-0.0947160940131576
240,-0.10713927375230628
241,-0.011855353886725394
242,0.0
243,-0.025962131613231094
244,-0.037139546949456655
245,0.0
246,0.01582014493186235
247,0.023920183717651835
248,0.0750351859429141
249,0.03550668845690982
250,0.009028884116696945
251,-0.061546918400143355
252,0.049723435352430574
253,-0.020735898479178276
254,-0.06899287148695143
255,0.008636070946053936
256,0.09291618206778855
257,0.36205340175223344
258,0.06039806138046972
259,0.02726832141400687
260,-0.0016182423538774922
261,-0.04671634428969066
262,-0.08027414451159928
263,-0.20033641499773125
264,-0.07681399312468766
265,-0.09332714511239597
266,-0.007290433262679232
267,0.00024387269966008016
268,0.04854629146977183
269,0.1337346240041472
270,0.23119880748389965
271,0.029867192252465435
272,0.09133238743510716
273,0.009808878133503623
274,-0.0024077626531932204
275,-0.04956329335952148
276,-0.04277343292657421
277,-0.036263968881787075
278,-0.020363984634214505
279,0.020363984634214526
280,0.023744243536859496
281,0.04164055704431657
282,0.05151985482351563
283,-0.029261859245962023
284,-0.07196247488667856
285,-0.143674970098631
286,-0.10829737533113604
287,-0.05867340168517311
288,-0.09466061823552929
289,-0.028987536873252413
290,-0.02758281461514202
291,-0.012422519998556984
292,0.02020270731751947
293,0.11622626896813235
294,0.26118224135750684
295,0.06406703530555832
296,0.062325463197828786
297,0.03444521051295644
298,-0.03007411304155559
299,-0.04900826585832835
300,-0.023492890276868576
301,-0.07346135072802308
302,0.002259887967437504
303,0.05242999832918269
304,0.03034715638929196
305,0.07020696793309225
306,0.04501524686161764
307,-0.015793580258141354
308,-0.0783918761593722
309,-0.03261245033508529
310,-0.11794475636507266
311,-0.13457165070231117
312,-0.10573064613304284
313,-0.003941120205000135
314,0.003709719070102007
315,-0.00370971907010213
316,0.08416179232171066
317,0.25925491665231337
318,0.11416984450920573
319,0.0491890682382942
320,0.0990433752565649
321,0.02774831199104447
322,-0.0501779610337032
323,-0.08096125427330844
324,-0.04161289047079239
325,-0.06601457945081723
326,-0.013869410660287775
327,0.029400084679112898
328,0.033639535537070754
329,0.041590585980253336
330,0.007972707379268296
331,-0.025419620982988698
332,-0.08750075291284302
333,-0.13564279840136675
334,-0.18589155803556326
335,-0.15787998106726125
336,-0.10821358464023272
337,-0.007744194733431099
338,-0.04988491810320532
339,-0.02420090541099582
340,0.02298951822469878
341,0.1410785982599056
342,0.24644880916159154
